Keyword,Category,World,Source,Ruleset
Plainscow,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Ravagers,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Ravager Slaughter Lord,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Ravager Stabby-Stabber,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Remnants,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Remnant Chosen,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Remnant Cultist,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Rivermaw Warriors,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Rivermaw Brawler,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Rivermaw Stormborn,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Skeletons,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Centaur Skeleton,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Flaming Skeleton,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Vos’skyriss Serpentfolk,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Vos’skyriss Serpentfolk Ghost,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Wraithroot Tree,Monster,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Grog Strongjaw,NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
"Keyleth, Voice of the Tempest",NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Percival de Rolo,NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Vex’ahlia de Rolo,NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Trinket,NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Pike Trickfoot,NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Scanlan Shorthalt,NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Taryon Darrington,NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Doty X,NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Champion of Ravens,NPC,Exandria,Tal’Dorei Campaign Setting Reborn,2014
Dwendalian Empire,Faction,Exandria,Explorer's Guide to Wildemount,2014
Kryn Dynasty,Faction,Exandria,Explorer's Guide to Wildemount,2014
Cerberus Assembly,Faction,Exandria,Explorer's Guide to Wildemount,2014
Clovis Concord,Faction,Exandria,Explorer's Guide to Wildemount,2014
The Myriad,Faction,Exandria,Explorer's Guide to Wildemount,2014
Children of Malice,Faction,Exandria,Explorer's Guide to Wildemount,2014
Diarchy of Uthodurn,Faction,Exandria,Explorer's Guide to Wildemount,2014
Tribes of Shadycreek Run,Faction,Exandria,Explorer's Guide to Wildemount,2014
Library of the Cobalt Soul,Faction,Exandria,Explorer's Guide to Wildemount,2014
Scars of Scale and Tooth,Faction,Exandria,Explorer's Guide to Wildemount,2014
Claret Orders,Faction,Exandria,Explorer's Guide to Wildemount,2014
Golden Grin,Faction,Exandria,Explorer's Guide to Wildemount,2014
The Revelry,Faction,Exandria,Explorer's Guide to Wildemount,2014
Menagerie Coast,Location,Exandria,Explorer's Guide to Wildemount,2014
Marrow Valley,Location,Exandria,Explorer's Guide to Wildemount,2014
Zemni Fields,Location,Exandria,Explorer's Guide to Wildemount,2014
Greying Wildlands,Location,Exandria,Explorer's Guide to Wildemount,2014
Eiselcross,Location,Exandria,Explorer's Guide to Wildemount,2014
Wastes of Xhorhas,Location,Exandria,Explorer's Guide to Wildemount,2014
Blightshore,Location,Exandria,Explorer's Guide to Wildemount,2014
Distant Lands of Exandria,Location,Exandria,Explorer's Guide to Wildemount,2014
Echo Knight,Subclass,Exandria,Explorer's Guide to Wildemount,2014
Chronurgy Magic,Subclass,Exandria,Explorer's Guide to Wildemount,2014
Graviturgy Magic,Subclass,Exandria,Explorer's Guide to Wildemount,2014
Grinner,Mechanic,Exandria,Explorer's Guide to Wildemount,2014
Volstrucker Agent,Mechanic,Exandria,Explorer's Guide to Wildemount,2014
Aeorian Hunters,Monster,Exandria,Explorer's Guide to Wildemount,2014
Blood Hunter,Monster,Exandria,Explorer's Guide to Wildemount,2014
Core Spawn,Monster,Exandria,Explorer's Guide to Wildemount,2014
Frost Giant Zombie,Monster,Exandria,Explorer's Guide to Wildemount,2014
Frost Worm,Monster,Exandria,Explorer's Guide to Wildemount,2014
Gearkeeper Construct,Monster,Exandria,Explorer's Guide to Wildemount,2014
Gloomstalker,Monster,Exandria,Explorer's Guide to Wildemount,2014
Horizonback Tortoise,Monster,Exandria,Explorer's Guide to Wildemount,2014
Husk Zombie,Monster,Exandria,Explorer's Guide to Wildemount,2014
Merrow Shallowpriest,Monster,Exandria,Explorer's Guide to Wildemount,2014
Moorbounders,Monster,Exandria,Explorer's Guide to Wildemount,2014
Nergaliid (Devil Toad),Monster,Exandria,Explorer's Guide to Wildemount,2014
Sahuagin Warlock of Uk’otoa,Monster,Exandria,Explorer's Guide to Wildemount,2014
Sea Fury,Monster,Exandria,Explorer's Guide to Wildemount,2014
Shadowghast,Monster,Exandria,Explorer's Guide to Wildemount,2014
Swavain Basilisk,Monster,Exandria,Explorer's Guide to Wildemount,2014
Udaak,Monster,Exandria,Explorer's Guide to Wildemount,2014
Port Damali,Location,Exandria,Explorer's Guide to Wildemount,2014
Rexxentrum,Location,Exandria,Explorer's Guide to Wildemount,2014
Rosohna,Location,Exandria,Explorer's Guide to Wildemount,2014
Palma Flora,Location,Exandria,Explorer's Guide to Wildemount,2014
Wavechaser,Location,Exandria,Explorer's Guide to Wildemount,2014
Ruined Palma Flora,Location,Exandria,Explorer's Guide to Wildemount,2014
Lower Hupperdook,Location,Exandria,Explorer's Guide to Wildemount,2014
Ironlot Streets,Location,Exandria,Explorer's Guide to Wildemount,2014
Nima Cinnarid’s House,Location,Exandria,Explorer's Guide to Wildemount,2014
Silver Falls Cavern,Location,Exandria,Explorer's Guide to Wildemount,2014
Stahlmast’s Lair,Location,Exandria,Explorer's Guide to Wildemount,2014
Croaker Cave,Location,Exandria,Explorer's Guide to Wildemount,2014
Salsvault,Location,Exandria,Explorer's Guide to Wildemount,2014
Brokenveil Marsh,Location,Exandria,Explorer's Guide to Wildemount,2014
Fort Venture,Location,Exandria,Explorer's Guide to Wildemount,2014
The Lost Dungeon of Rickedness,Location,Forgotten Realms,Dungeons & Dragons vs. Rick and Morty,2014
Jigow,Location,Exandria,Critical Role: Call of the Netherdeep,2014
Alyxian Aboleth,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Corrupted Giant Shark,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Death Embrace,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Gloomstalker,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Horizonback Tortoise,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Light Devourer,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Monastics of the Cobalt Soul,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Monastic High Curator,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Monastic Infiltrator,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Monastic Operative,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Moorbounders,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Occultists of the Vermilion Dream,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Occult Extollant,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Occult Initiate,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Occult Silvertongue,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Scholars of Allsight,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Scholarly Agent,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Scholarly Excavator,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Scholarly Mastermind,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Scuttling Serpentmaw,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Slithering Bloodfin,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Sorrowfish,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Swarm of Sorrowfish,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Sword Wraiths,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Sword Wraith Commander,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Sword Wraith Warrior,Monster,Exandria,Critical Role: Call of the Netherdeep,2014
Blaze,Monster,Minecraft,Monstrous Compendium Vol. 3: Minecraft Creatures,2014
Creeper,Monster,Minecraft,Monstrous Compendium Vol. 3: Minecraft Creatures,2014
Ender Dragon,Monster,Minecraft,Monstrous Compendium Vol. 3: Minecraft Creatures,2014
Enderman,Monster,Minecraft,Monstrous Compendium Vol. 3: Minecraft Creatures,2014
Wolf of the Overworld,Monster,Minecraft,Monstrous Compendium Vol. 3: Minecraft Creatures,2014
Frigid Woe,Mechanic,Exandria,Frozen Sick,2014
Palebank Village,Location,Exandria,Frozen Sick,2014
Eiselcross,Location,Exandria,Frozen Sick,2014
Salsvault,Location,Exandria,Frozen Sick,2014
Croaker Cave,Location,Exandria,Frozen Sick,2014
Urgon Wenth,NPC,Exandria,Frozen Sick,2014
Verla Pelc,NPC,Exandria,Frozen Sick,2014
Elro Aldataur,NPC,Exandria,Frozen Sick,2014
Tulgi Lutan,NPC,Exandria,Frozen Sick,2014
Hulil Lutan,NPC,Exandria,Frozen Sick,2014
Irven Liel,NPC,Exandria,Frozen Sick,2014
Orvo Mustave,NPC,Exandria,Frozen Sick,2014
Ferol Sal,NPC,Exandria,Frozen Sick,2014
Raegrin Mau,NPC,Exandria,Frozen Sick,2014
The Buyer,NPC,Exandria,Frozen Sick,2014
The Family at the Jolly Dwarf,NPC,Exandria,Frozen Sick,2014
Lightning Keep,Location,Generic,Lightning Keep,2014
Lightning Rods,Item,Generic,Lightning Keep,2014
Lightning Shield,Mechanic,Generic,Lightning Keep,2014
Marauding Dragon,Villain,Generic,Lightning Keep,2014
Werewolf Knight,NPC,Generic,Lightning Keep,2014
Blue Jade Rings,Item,Generic,Lightning Keep,2014
Bone House,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Faren’s Rest,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
The Leatherhollow,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Apostate Temple,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Gloomrock Caverns,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Boulderwood Path,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Flamegrit Iron Mine,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Shadowsteel Citadel,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Storm Sanctuary,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Sardonyx Necropolis,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Foulest Truths,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
The Tower of Flicker and Shadow,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Swamp of Fate,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Street Prophet,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
The Thundering Hills,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Safe in the Stillborn,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Cave of Rising Sands,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Mayhem at the Crossroads,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Prison of Good Intent,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Top of the World,Location,Etharis,Grim Hollow: Lairs of Etharis,2014
Angel of Empyreus,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Blightscale Dragon,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Bloodbonded,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Bone Trader,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Candlelight Daemon,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Caprathorn,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Thornlamm,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Chapped Brutes,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Chapped Brute,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Awakened Chapped Brute,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Chapped Brute Abomination,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Corpse Walker,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Ancient Corpse Walker,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Corpsejaw,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Dawndrinker,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Disavowed,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lesser Avarice Seraph,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Avarice Seraph,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lesser Gluttony Seraph,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Gluttony Seraph,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Doomcaller,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Downcast,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Downcast Mercenary,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Downcast Apostate,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Eldritch Priests,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Eldritch Priest,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Eldritch Herald,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Elf Vampire,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Empyrean Brazen Bull,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Eye Crawler,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Eye Crow,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Faevlin,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Fiendish Contractors,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Infernal Tormentor,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Fzegs,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Fzeg,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Fzeglaich,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Gegazol,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Gnolls,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Beast Gnoll,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Gnoll Brute,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Venomous Gnoll,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Harvester of Lies,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Horror Flits,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Hourglass Widow,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Hraptnon,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Ithjar,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Knifewing,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lenchtahg,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lich Troll,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Zombie Troll,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lindwyrm,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lupilisk,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lupilisk Whelp,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lupilisk Elder,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Lycanthrope,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Werebear Ascetic,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Werewolf Ravager,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Malikirian Imp,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjorks,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Asher,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Burner,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Charger,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Sootling,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mjork Sootling Swarm,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Mold Spider,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Morbus Kobolds,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Stalkers,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Brute,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Juggernaut,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Leaper,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oblivion Whistler,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Oozing Vulture,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Ordeal Tree,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Panjaian,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Scream Thief,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Psychic Fragment,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Psychic Fragment Swarm,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Sea Drakes,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shadowsteel Undead,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shadowsteel Ghast,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shadowsteel Ghoul,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shatter Corpse,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Shieldhead,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Sitri Cat,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skeleton Troopers,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skeleton Rifler,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skeleton Cannoneer,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skeleton Commander,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Skinweaver,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Sky Drake,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Sloth Galloper,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Spythronar,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Spythronar Sac,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Spythronar Web,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Spythronar Swarm,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Torcheater,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
Xakalonus,Monster,Etharis,Grim Hollow: Lairs of Etharis,2014
The Amethyst Academy,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
The Followers of the Falling Fire,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
The Hooded Lanterns,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
Knights of the Silver Order,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
Queen’s Men,Faction,Drakkenheim,Dungeons of Drakkenheim,2014
Black Ivory Inn,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Buckledown Row,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Chapel of Saint Brenna,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Eckerman Mill,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Rat's Nest Tavern,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Reed Manor,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Shrine of Morrigan,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Smithy on the Scar,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Stick’s Ferry,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Cosmological Clocktower,Location,Drakkenheim,Dungeons of Drakkenheim,2014
The Crater,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Kleinberg Estate,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Old Town Cistern,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Queen’s Park,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Royal Grotto,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Rose Theatre,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Saint Vitruvio’s Cathedral,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Slaughterstone Square,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Camp Dawn,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Court of Thieves,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Drakkenheim Garrison,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Inscrutable Tower,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Saint Selina’s Monastery,Location,Drakkenheim,Dungeons of Drakkenheim,2014
Arcane Wraith,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Crater Wurm,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Garmyr,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Grotesque Gargant,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Haze Husk,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Haze Wight,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Tower Dragon,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Wall Gargoyle,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Warp Witch,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Delerium Dreg,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Haze Hulk,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Protean Abomination,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Ratlings,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Ratling,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Ratling Guttersnipe,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Warlock of the Rat God,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Animated Delerium Sludge,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Living Deep Haze,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Entropic Flame,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Walking Delerium Geode,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Hypnotic Eldritch Blossom,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Amalgamation,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Crimson Countess,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Executioner,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Gravekeeper,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Lord of the Feast,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Pale Man,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Rat Prince,Monster,Drakkenheim,Dungeons of Drakkenheim,2014
Lord Commander Elias Drexel,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Eldrick Runeweaver,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Knight-Captain Theodore Marshal,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Lucretia Mathias,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Queen of Thieves,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Cavalier,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Chaplain,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Hedge Mage,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Scoundrel,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
Urban Ranger,NPC,Drakkenheim,Dungeons of Drakkenheim,2014
The Birdfolk,Race,Humblewood,Humblewood Campaign Setting,2014
The Humblefolk,Race,Humblewood,Humblewood Campaign Setting,2014
Alderheart,Location,Humblewood,Humblewood Campaign Setting,2014
Ashbarrow,Location,Humblewood,Humblewood Campaign Setting,2014
The Avium,Location,Humblewood,Humblewood Campaign Setting,2014
Brackenmill,Location,Humblewood,Humblewood Campaign Setting,2014
The Crest,Location,Humblewood,Humblewood Campaign Setting,2014
Marshview,Location,Humblewood,Humblewood Campaign Setting,2014
Meadowfen,Location,Humblewood,Humblewood Campaign Setting,2014
Mokk Fields,Location,Humblewood,Humblewood Campaign Setting,2014
Saltar’s Port,Location,Humblewood,Humblewood Campaign Setting,2014
Scorched Grove,Location,Humblewood,Humblewood Campaign Setting,2014
Talongrip Coast,Location,Humblewood,Humblewood Campaign Setting,2014
Winnowing Reach,Location,Humblewood,Humblewood Campaign Setting,2014
Ashsnake,Monster,Humblewood,Humblewood Campaign Setting,2014
Aspect of Fire,Monster,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Skeleton,Monster,Humblewood,Humblewood Campaign Setting,2014
Cobblefright,Monster,Humblewood,Humblewood Campaign Setting,2014
Emberbats,Monster,Humblewood,Humblewood Campaign Setting,2014
Emberbat,Monster,Humblewood,Humblewood Campaign Setting,2014
Swarm of Emberbats,Monster,Humblewood,Humblewood Campaign Setting,2014
Forest Prowler,Monster,Humblewood,Humblewood Campaign Setting,2014
Lesser Demon,Monster,Humblewood,Humblewood Campaign Setting,2014
Mountain Lion,Monster,Humblewood,Humblewood Campaign Setting,2014
Slime,Monster,Humblewood,Humblewood Campaign Setting,2014
Caustic Slime,Monster,Humblewood,Humblewood Campaign Setting,2014
Shifting Slime,Monster,Humblewood,Humblewood Campaign Setting,2014
Sticky Slime,Monster,Humblewood,Humblewood Campaign Setting,2014
Wakewyrm,Monster,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Dockmaster,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Farmer,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Guard,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Militia,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Sailor,NPC,Humblewood,Humblewood Campaign Setting,2014
Birdfolk Skirmisher,NPC,Humblewood,Humblewood Campaign Setting,2014
Cervan Bandit General,NPC,Humblewood,Humblewood Campaign Setting,2014
Cervan Priest,NPC,Humblewood,Humblewood Campaign Setting,2014
Corvum Assassin,NPC,Humblewood,Humblewood Campaign Setting,2014
Corvum Diviner,NPC,Humblewood,Humblewood Campaign Setting,2014
Corvum Necromancer,NPC,Humblewood,Humblewood Campaign Setting,2014
Gallus Druid,NPC,Humblewood,Humblewood Campaign Setting,2014
Gallus Monk,NPC,Humblewood,Humblewood Campaign Setting,2014
Gallus Necromancer,NPC,Humblewood,Humblewood Campaign Setting,2014
Hedge Bard,NPC,Humblewood,Humblewood Campaign Setting,2014
Hedge Witch,NPC,Humblewood,Humblewood Campaign Setting,2014
Jerbeen Thief,NPC,Humblewood,Humblewood Campaign Setting,2014
Jerbeen Swashbuckler,NPC,Humblewood,Humblewood Campaign Setting,2014
Luma Cleric of Ardea,NPC,Humblewood,Humblewood Campaign Setting,2014
Luma Wizard,NPC,Humblewood,Humblewood Campaign Setting,2014
Mapach Bandit,NPC,Humblewood,Humblewood Campaign Setting,2014
